Price,Close,High,Low,Open,Volume
Ticker,ADRO.JK,ADRO.JK,ADRO.JK,ADRO.JK,ADRO.JK
Date,,,,,
2021-07-30,419.973388671875,429.4109929116924,407.38991635211846,416.82752059193587,116435600
2021-08-02,430.9839172363281,437.2756532543767,421.54631320925523,423.1192472137674,86145100
2021-08-03,424.6921691894531,430.98390502929686,423.1192352294922,430.98390502929686,61492100
2021-08-04,427.8380432128906,429.41097719529097,423.11924126568965,424.69217524809,30115900
2021-08-05,408.962890625,430.98396935096156,408.962890625,427.8381009615385,99527400
2021-08-06,405.81695556640625,416.8274931205336,404.24402163010234,412.10869131162184,41862500
2021-08-09,408.962890625,421.54636418269234,405.8170222355769,410.53582481971154,56861800
2021-08-10,421.5462341308594,424.6921015497464,408.9627644553113,415.2544992930853,82237200
2021-08-12,443.5673828125,445.14031679410465,423.11924105164013,424.6921750332447,185580600
2021-08-13,435.7026672363281,449.85907158696693,430.9838657861152,446.71320395349164,71600800
2021-08-16,429.4110412597656,440.42158077924677,426.26517282562816,435.70277812804056,47327100
2021-08-18,421.5462341308594,432.5567700969639,416.82743300252884,427.8379689686334,68965200
2021-08-19,407.3898620605469,426.2650680247421,407.3898620605469,421.5462665336933,61887100
2021-08-20,397.9523620605469,410.5358359596946,396.37942782315343,405.81703324751425,88174800
2021-08-23,413.681640625,415.25457461977186,397.9523006772814,397.9523006772814,61341500
2021-08-24,396.37939453125,421.5463402157738,393.2335263206845,421.5463402157738,127792400
2021-08-25,394.8064270019531,402.6710968625498,394.8064270019532,399.52522891831114,65065500
2021-08-26,402.6711120605469,405.8169801235199,393.2335078716278,399.52524399757385,62480500
2021-08-27,391.66058349609375,402.67112198795184,391.66058349609375,402.67112198795184,70195900
2021-08-30,408.962890625,408.962890625,396.3794170673077,396.3794170673077,79496000
2021-08-31,396.37939453125,412.10873558407735,396.37939453125,412.10873558407735,82451800
2021-09-01,415.2545471191406,415.2545471191406,401.09814210371536,402.6710759943182,133083800
2021-09-02,415.2545471191406,423.11921657215464,408.9628115567294,416.8274810097434,82690300
2021-09-03,426.26507568359375,427.83800954220476,416.82747253192747,419.97334024914954,107931100
2021-09-06,429.4110412597656,434.12984391097183,424.6922386085594,429.4110412597656,61146600
2021-09-07,423.1192626953125,430.9839330056343,421.5463286332481,429.4109989435699,31543200
2021-09-08,418.4005126953125,427.8381182448308,416.82757843705946,423.1193154700717,68516800
2021-09-09,429.4110412597656,430.98397547683436,418.4005017402844,421.54637017442195,83497400
2021-09-10,424.6921691894531,432.55683898925776,423.1192352294922,430.98390502929686,61919000
2021-09-13,421.5462341308594,424.6921015497464,418.4003667119723,424.6921015497464,26391100
2021-09-14,435.7026672363281,438.8485348698034,423.11919670242696,424.6921305191646,98476700
2021-09-15,437.2756042480469,443.56733956096843,429.41093510689495,432.55680276335573,136898100
2021-09-16,437.2756042480469,443.56733956096843,432.55680276335573,438.8485380762773,50599200
2021-09-17,419.973388671875,430.983926951662,413.68165251199673,430.983926951662,101975300
2021-09-20,415.2545471191406,423.11921657215464,413.6816132285378,418.4004149003462,50111200
2021-09-21,423.1192626953125,427.83806488150555,410.5357901987976,415.2545923849907,64966900
2021-09-22,440.4215087890625,443.56737670898434,423.1192352294922,426.265103149414,133762600
2021-09-23,445.14031982421875,454.5779237780891,437.2756498626601,443.567385831907,146626700
2021-09-24,471.8802185058594,476.59902069091794,448.2862075805664,449.85914164225255,303647800
2021-09-27,475.02606201171875,490.75540181343126,473.4531280315475,476.59899599189,158865800
2021-09-28,547.381103515625,561.5375113651671,503.3389457614943,503.3389457614943,503914800
2021-09-29,541.0891723632812,564.6831769721452,536.3703714415085,547.380906925645,246864600
2021-09-30,553.6727905273438,567.829197103327,544.2351861433549,544.2351861433549,267379500
2021-10-01,559.9644775390625,575.6938167957777,547.3810061336903,558.3915436133909,176722300
2021-10-04,585.1314086914062,597.7148798460602,575.6938053254158,575.6938053254158,235058800
2021-10-05,575.69384765625,622.8818679559425,566.2562435963115,604.0066598360655,347837200
2021-10-06,586.7044067382812,611.8713517994407,581.9856045393138,605.5796155341509,274437500
2021-10-07,545.8079833984375,561.5373200957988,545.8079833984375,561.5373200957988,423593500
2021-10-08,570.97509765625,570.97509765625,541.0893487431129,544.235217049759,247024500
2021-10-11,602.4337158203125,604.0066498041776,570.9750361430116,572.5479701268766,343765900
2021-10-12,592.9961547851562,610.2984298584632,585.1314842972895,605.5796275657432,263636400
2021-10-13,585.1314086914062,597.7148798460602,578.8396731140793,592.9960781630649,176095000
2021-10-14,583.5585327148438,592.9961370175097,578.8397305635108,583.5585327148438,129722500
2021-10-15,585.1314086914062,592.9960781630649,577.2667392197476,585.1314086914062,153446000
2021-10-18,589.8502197265625,596.1419554036459,575.693814453125,580.4126162109375,124022900
2021-10-19,583.5585327148438,588.2773348661767,577.2667965130665,581.9855986643995,89410600
2021-10-21,552.0997924804688,566.2561974158654,545.8080569536259,563.1103296524439,250080900
2021-10-22,545.8079833984375,550.5267844076459,517.4951773431872,522.2139783523955,219166100
2021-10-25,548.9540405273438,566.2563168763431,542.6623036731621,563.1104484492523,140497900
2021-10-26,555.2456665039062,561.5374021016842,547.3809970066837,558.3915343027952,138384200
2021-10-27,544.2352294921875,555.2457688171739,544.2352294921875,555.2457688171739,95389000
2021-10-28,512.7763671875,537.9433054543712,511.2034335458206,537.9433054543712,289795800
2021-10-29,528.5059204101562,533.2247232709612,504.9119061061314,506.4848403930664,100719500
2021-11-01,530.0787353515625,537.9434050155322,514.349396023623,520.6411317547987,82111500
2021-11-02,517.495361328125,528.5059009308511,517.495361328125,522.2141640150077,44420500
2021-11-03,526.9329223632812,528.505856459888,517.4953177836404,517.4953177836404,49009600
2021-11-04,526.9329223632812,544.2351974259561,526.9329223632812,534.7975928463153,90998600
2021-11-05,517.495361328125,523.7870982439686,514.3494928702033,519.0682955570859,57505000
2021-11-08,533.224609375,537.9434112278761,519.0682038163717,519.0682038163717,58662000
2021-11-09,536.3705444335938,548.9540176167866,534.7976102856946,541.0893468772911,62964100
2021-11-10,531.6516723632812,537.9434081308941,525.3599365956685,528.5058044794748,36025600
2021-11-11,530.0787353515625,533.2246032171504,522.2140656875928,526.9328674859746,49884600
2021-11-12,530.0787353515625,534.7975371499443,523.7869996203867,531.6516692843564,35072500
2021-11-15,506.4848327636719,530.0788467122901,501.7660299739482,528.5059124490489,117468000
2021-11-16,508.0576477050781,512.7764493865494,497.04711044831174,497.04711044831174,46592500
2021-11-17,515.92236328125,520.6411653844322,503.3388910060975,509.6306271436738,95085400
2021-11-18,511.2035827636719,517.495319166917,506.484780461238,509.6306486628606,48501400
2021-11-19,517.495361328125,523.7870982439686,511.20362441228156,514.3494928702033,42127500
2021-11-22,515.92236328125,522.2140994188262,506.48475907488563,517.495297315644,36598500
2021-11-23,536.3705444335938,539.516412729392,515.9224005109054,523.7870712504009,116464400
2021-11-24,533.224609375,544.2351470317109,533.224609375,541.0892791297935,100386500
2021-11-25,548.9540405273438,550.5269747408892,531.6517641783444,537.9435010325259,59282300
2021-11-26,520.64111328125,544.2351214359894,515.9223116503022,542.6621875590068,83519800
2021-11-29,531.6516723632812,534.7975402470877,506.4847292928301,515.9223329442493,76424500
2021-11-30,534.7974853515625,544.2350880342372,523.7869488884421,525.3598826688878,161819600
2021-12-01,552.0997924804688,558.3915280073116,534.7975197816506,544.235123071915,146798700
2021-12-02,569.4021606445312,572.548028935385,553.6728191902624,553.6728191902624,147912000
2021-12-03,570.97509765625,577.266834269542,563.1104268896349,567.8292293496039,93276700
2021-12-06,600.8607788085938,604.0066467604712,569.4020992898191,570.9750332657579,251957100
2021-12-07,599.2879028320312,604.0067052165354,588.2773639348547,600.8608369601992,265246000
2021-12-08,605.57958984375,608.7254578429382,597.7149198457791,604.0066558441558,356201700
2021-12-09,608.7254028320312,616.5900721192668,605.579535117137,607.1524689745842,282019600
2021-12-10,604.0067138671875,610.2984504699707,591.4232406616211,607.1525821685791,254321600
2021-12-13,604.0067138671875,610.2984504699707,599.2879114151001,607.1525821685791,165209600
2021-12-14,604.0067138671875,607.1525821685791,588.2773723602295,600.8608455657959,205410600
2021-12-15,635.46533203125,644.9029359723082,600.86078424737,604.0066522277228,539995200
2021-12-16,641.7571411132812,654.3406144684436,627.6007335887236,641.7571411132812,205002000
2021-12-17,644.9029541015625,648.0488221703506,638.6112179639863,644.9029541015625,156302400
2021-12-20,644.9029541015625,644.9029541015625,629.173613757622,638.6112179639863,100364400
2021-12-21,666.9240112304688,679.5074831404776,641.757067410451,644.9029353879532,176897200
2021-12-22,676.3616333007812,688.9451055482376,657.4864249295966,688.9451055482376,191706000
2021-12-23,676.3616333007812,685.7992374863735,666.924029115189,682.6533694245095,105060800
2021-12-24,698.3826904296875,704.6744263795046,670.0698786555109,676.361614605328,251933600
2021-12-27,685.7992553710938,710.9662005223265,685.7992553710938,701.5285960906142,124062200
2021-12-28,723.5497436523438,726.695612103006,685.7993222443954,685.7993222443954,295605000
2021-12-29,726.695556640625,732.987293061756,710.9662155877976,723.5496884300595,171340700
2021-12-30,760.5518798828125,767.3123410373264,730.1298046875,736.890265842014,235360400
2022-01-03,801.1145629882812,804.4947932118605,733.5099585166963,733.5099585166963,175091000
2022-01-04,777.4530639648438,804.4949096679687,757.1716796875,801.1146789550781,241943400
2022-01-05,757.171630859375,794.3541663033621,753.7914003644671,787.5937053135464,125371600
2022-01-06,777.4530639648438,780.8332946777343,747.0309875488281,753.7914489746094,245581000
2022-01-07,821.3961791992188,828.1566415794592,774.0729425375354,784.2136361078961,272389200
2022-01-10,811.2554931640625,821.3961868286133,794.3543370564779,821.3961868286133,123417100
2022-01-11,790.9739990234375,834.9169989691841,787.5937682583801,824.7763066740118,124218800
2022-01-12,780.8333129882812,801.1146977412236,777.4530821961242,790.9740053647524,122477500
2022-01-13,770.6925048828125,804.49480772855,770.6925048828125,787.5936563056812,137848400
2022-01-14,767.3123168945312,787.5936997199374,760.5518559527293,777.4530083072343,173258000
2022-01-17,763.9320678710938,784.2134502039546,747.030915927043,777.4529894263343,119048500
2022-01-18,750.4112548828125,780.8333327834671,736.8903313714105,774.072871027766,180286700
2022-01-19,753.7915649414062,763.9322586401696,743.6508712426429,750.4113337084851,152019800
2022-01-20,780.8333129882812,797.7344669490666,753.7914666510247,753.7914666510247,213577600
2022-01-21,780.8333129882812,780.8333129882812,763.9321590274959,780.8333129882812,98844900
2022-01-24,767.3123168945312,794.3541606617395,760.5518559527293,777.4530083072343,94316300
2022-01-25,747.031005859375,767.3123906338377,730.1298518806561,763.9321598380939,158258600
2022-01-26,747.031005859375,757.1716982466063,736.8903134721437,750.4112366551187,97679400
2022-01-27,780.8333129882812,780.8333129882812,740.2705434823965,743.6507742745536,142280600
2022-01-28,770.6925048828125,784.2134260211075,757.1715837445175,784.2134260211075,104574100
2022-01-31,757.171630859375,780.8332443237305,747.0309393746512,777.4530138288226,76748000
2022-02-02,747.031005859375,774.0728522253253,736.8903134721437,763.9321598380939,100091000
2022-02-03,750.4112548828125,757.1717166385135,733.51010049356,747.031024004962,111391600
2022-02-04,736.8902587890625,757.1716420584863,733.5100282441585,750.4111809686783,96179700
2022-02-07,743.650634765625,760.5517855557529,736.8901744495739,743.650634765625,113939600
2022-02-08,743.650634765625,750.4110950816762,736.8901744495739,743.650634765625,111772600
2022-02-09,747.031005859375,767.3123906338377,736.8903134721437,750.4112366551187,199270200
2022-02-10,730.1297607421875,753.7913733588325,726.7495303683811,743.6506822374132,114009500
2022-02-11,733.5099487304688,743.650639265913,713.2285676595802,730.1297185519873,102593600
2022-02-14,753.7915649414062,767.3124898730907,733.5101775438796,733.5101775438796,127682400
2022-02-15,774.0728149414062,777.4530455743381,747.030969877951,760.5518924096785,137023900
2022-02-16,757.171630859375,777.4530138288226,757.171630859375,777.4530138288226,70237000
2022-02-17,750.4112548828125,760.5519475163641,736.8903313714105,753.791485760663,140157700
2022-02-18,757.171630859375,770.6925528390067,740.2704783848354,743.6507088797433,84280000
2022-02-21,750.4112548828125,763.9321783942146,743.6507931271116,763.9321783942146,86719000
2022-02-22,753.7915649414062,763.9322586401696,736.8904087768008,753.7915649414062,91334200
2022-02-23,784.2135620117188,794.3542546239393,757.1717150457973,767.3124076580178,140574200
2022-02-24,838.2972412109375,838.2972412109375,784.2135482295866,794.35424066359,286836000
2022-02-25,828.1563720703125,875.4795933314732,828.1563720703125,851.8179827008928,218034600
2022-03-01,872.0994873046875,919.422715297965,845.0576427371002,865.3390261627907,357287400
2022-03-02,882.240234375,926.1832345545978,861.9588496767242,909.2820806393678,208447200
2022-03-04,1027.590087890625,1030.9703184428968,905.9017880088405,919.4227102179277,408953900
2022-03-07,1095.1947021484375,1105.3353938349971,1041.1110131534529,1064.7726270887586,402645000
2022-03-08,1054.6319580078125,1085.0540337195764,1027.5901129306892,1085.0540337195764,257703500
2022-03-09,1041.1112060546875,1064.7728243741121,1000.5484317928165,1054.6321308086444,187471500
2022-03-10,1007.3085327148438,1037.7306024948223,970.1260029837589,1007.3085327148436,236733800
2022-03-11,1014.0691528320312,1044.4912274169922,973.50638671875,973.50638671875,121344700
2022-03-14,943.0845336914062,1020.8298536731352,943.0845336914062,1010.6891597624749,168857700
2022-03-15,916.0426635742188,943.0845134214281,895.7612761888117,899.1415074197129,223378600
2022-03-16,953.2249755859375,956.6052059958166,909.2819802575077,912.662210667387,126976100
2022-03-17,926.1831665039062,953.2250107813926,922.8029359692205,946.4645497120209,86651700
2022-03-18,919.422607421875,966.7458298627067,919.422607421875,929.5632979449103,368469400
2022-03-21,919.422607421875,936.3237582936006,912.6621470731847,926.1830677705652,123851100
2022-03-22,946.4644775390625,966.745859200614,926.1830958775113,926.1830958775113,124250600
2022-03-23,946.4644775390625,973.5063197544644,929.5633261544365,956.6051683698382,122391700
2022-03-24,973.5062866210938,980.2667469448513,949.8446754879421,959.9853659735786,109233400
2022-03-25,953.2249755859375,973.5063580452127,949.8447451760583,973.5063580452127,89246500
2022-03-28,966.7459106445312,973.5063715581294,953.2249888173351,953.2249888173351,81634700
2022-03-29,936.3238525390625,973.5063881994586,932.9436220244811,973.5063881994586,105824700
2022-03-30,905.9017333984375,946.4644975804572,899.1412727014343,936.3238065349523,98915700
2022-03-31,909.2820434570312,932.943657970783,905.9018128122095,909.2820434570312,77639300
2022-04-01,949.8447875976562,956.6052487193477,909.2820208675072,909.2820208675072,104011500
2022-04-04,949.8447875976562,970.1261709627307,939.704095915119,949.8447875976562,59731800
2022-04-05,1014.0691528320312,1020.8296138509114,956.6052341715495,963.3656951904297,193461300
2022-04-06,1037.730712890625,1041.1109432257736,1014.0691005445847,1017.4493308797333,172811700
2022-04-07,1030.9703369140625,1037.7307981397284,1007.3087226242316,1034.3505675268955,93814700
2022-04-08,1068.1527099609375,1078.2934002453767,1024.2097187283673,1027.5899488231803,177072400
2022-04-11,1061.392333984375,1085.0539465254278,1047.8714125323447,1068.15279471039,131718000
2022-04-12,1061.392333984375,1064.7725643473825,1034.3504910803144,1061.392333984375,132026200
2022-04-13,1132.377197265625,1132.377197265625,1078.293510232043,1078.293510232043,226429500
2022-04-14,1118.856201171875,1132.377122031958,1108.7155105268127,1132.377122031958,112905400
2022-04-18,1112.0958251953125,1132.3772080256222,1095.194672836721,1118.856286138749,95118100
2022-04-19,1105.33544921875,1125.616833608085,1098.5749877556384,1112.0959106818616,95535700
2022-04-20,1091.814453125,1139.1376801954336,1068.1528395897833,1118.8562971652477,134836900
2022-04-21,1105.33544921875,1169.5598331183105,1101.9552184871943,1105.33544921875,187585800
2022-04-22,1085.0540771484375,1105.3354617680345,1068.1529232987734,1098.5750002281688,107246100
2022-04-25,1085.0540771484375,1088.4343079183702,1047.8715386791764,1074.913384838639,107045500
2022-04-26,1068.1527099609375,1098.5747808142553,1041.1108692024327,1088.4340905298159,152153700
2022-04-27,1071.533203125,1091.8145886731072,1051.2518175768928,1058.0122794262618,94218600
2022-04-28,1128.9969482421875,1139.1376393940634,1081.6737228667664,1085.053953250725,182939300
2022-05-09,1068.1527099609375,1152.6584623312647,1058.012019676498,1142.5177720468255,247786700
2022-05-10,1044.4913330078125,1061.3924872636023,1007.3087936450748,1037.7308713054965,198152000
2022-05-11,1064.7725830078125,1091.8144263857887,1044.4912004743303,1044.4912004743303,134040900
2022-05-12,1064.7725830078125,1088.4341959635417,1041.1109700520833,1064.7725830078125,233115300
2022-05-13,1085.0540771484375,1098.5750002281688,1054.632000219042,1085.0540771484375,168962700
2022-05-17,1138.58544921875,1156.2653474985443,1106.7616323151203,1113.833591627038,148618000
2022-05-18,1127.9771728515625,1156.2650016378086,1096.1533654670357,1149.1930444412471,128274700
2022-05-19,1099.689453125,1124.4413057676848,1078.47357943127,1110.297389971865,166293000
2022-05-20,1170.408935546875,1195.1607861475643,1106.7613197165315,1106.7613197165315,205840300
2022-05-23,1113.8333740234375,1184.5529533265128,1099.6894581628223,1184.5529533265128,177893100
2022-05-24,1131.5133056640625,1142.1212429046632,1106.7614521026612,1120.905368423462,112162400
2022-05-25,1096.153564453125,1117.3694398941532,1085.5456267326108,1117.3694398941532,96617800
2022-05-27,1117.3692626953125,1127.9771987335591,1106.7613266570659,1117.3692626953125,84743400
2022-05-30,1082.0096435546875,1124.4413942823223,1071.4017058727788,1120.9054150550194,146193800
2022-05-31,1156.26513671875,1163.3370947414946,1096.1534935254206,1106.7614305595375,286452200
2022-06-02,1177.48095703125,1184.5529147311374,1131.513231981982,1152.7291050816443,185774500
2022-06-03,1244.6646728515625,1262.3445687727494,1159.8011724298651,1177.481068351052,258029000
2022-06-06,1223.44873046875,1269.416457336073,1216.3767724891618,1244.6646044075144,128510900
2022-06-07,1290.6322021484375,1311.8480739645763,1248.20045851616,1255.2724157882064,225695700
2022-06-08,1283.560302734375,1301.2401967114324,1269.416387552729,1290.6322603251979,118444400
2022-06-09,1272.9522705078125,1304.7760772705078,1272.9522705078125,1283.5602060953777,106573000
2022-06-10,1212.8409423828125,1269.416613164518,1212.8409423828125,1258.8086748929481,151998900
2022-06-13,1127.9771728515625,1173.9448946292123,1127.9771728515625,1173.9448946292123,202113000
2022-06-14,1152.7291259765625,1156.265104890601,1099.6894422659843,1120.9053157502155,219656500
2022-06-15,1074.9376220703125,1156.2651395295798,1074.9376220703125,1152.7291605096116,247557600
2022-06-16,1082.0096435546875,1120.9054150550194,1074.9376851000818,1089.0816020092934,243268700
2022-06-17,1032.5059814453125,1071.4017547189374,1014.8260845027559,1067.865775330426,229958000
2022-06-20,1036.0418701171875,1043.113828274984,1011.2900165648998,1032.5058910382893,115058200
2022-06-21,1071.4014892578125,1085.5454033074207,1050.1856181834005,1060.7935537206065,189107600
2022-06-22,1071.4014892578125,1092.6173603322247,1053.7215966958024,1071.4014892578125,201749700
2022-06-23,1039.577880859375,1071.4016935387435,1021.8979849263924,1071.4016935387435,145531100
2022-06-24,1050.1859130859375,1067.8658106126368,1043.1139540752577,1050.1859130859375,103050300
2022-06-27,1046.6497802734375,1060.7936962230785,1018.3619483741554,1050.1857592608478,89273500
2022-06-28,1043.11376953125,1060.7936639300847,1036.041811771716,1057.2576850503178,74114300
2022-06-29,1014.8258666992188,1050.1856529953589,1014.8258666992188,1028.9697812176748,69188200
2022-06-30,1011.2899780273438,1032.5058516922531,993.610083306586,993.610083306586,109157800
2022-07-01,961.7861938476562,1028.969788270838,958.2502151938046,1011.2898950015798,105599200
2022-07-04,979.4661865234375,1000.6820605997574,940.5704173835176,961.7862914598375,117849700
2022-07-05,1018.36181640625,1039.5776875813804,997.1459452311199,1000.6819237603082,135385800
2022-07-06,979.4661865234375,1007.7540186251974,961.7862914598375,1007.7540186251974,82120100
2022-07-07,979.4661865234375,993.6101025743175,961.7862914598375,979.4661865234375,70438600
2022-07-08,1000.6820068359375,1018.3619009496467,997.1460280131957,1007.7539644814212,90522000
2022-07-11,1000.6820068359375,1014.8259221269049,990.074070367712,1004.2179856586794,52681800
2022-07-12,1032.5059814453125,1050.1858783878693,1004.2181463372218,1011.2901051142445,142532100
2022-07-13,1036.0418701171875,1057.257744590577,1025.4339328804929,1043.113828274984,99629700
2022-07-14,1036.0418701171875,1046.6498073538824,1018.3619747226962,1028.969911959391,97805600
2022-07-15,975.9302978515625,1025.434008612149,975.9302978515625,1021.8980292721071,98942900
2022-07-18,986.538330078125,990.0743097558244,965.3224520119288,975.9303910450269,68984100
2022-07-19,1043.11376953125,1046.6497484110168,975.9301708156779,990.0740863347457,127898100
2022-07-20,1067.8656005859375,1071.4015793958247,1053.7216853463888,1053.7216853463888,99298600
2022-07-21,1067.8656005859375,1078.473537015599,1050.1857065365014,1074.9375582057119,73196600
2022-07-22,1071.4014892578125,1089.0813818198226,1057.2575752082043,1074.9374677702147,94295700
2022-07-25,1096.153564453125,1103.2255229334676,1074.9376890120968,1078.473668252268,134979600
2022-07-26,1117.3692626953125,1120.905241374728,1103.2253479776502,1110.2973053364813,83178500
2022-07-27,1159.8011474609375,1166.8731056771626,1124.4413563798112,1131.5133145960365,130334900
2022-07-28,1159.8011474609375,1177.4810430015004,1149.1932101365996,1163.33712656905,94451400
2022-07-29,1149.1932373046875,1184.5530292217547,1142.121278921274,1166.8731332632212,85291200
2022-08-01,1184.552978515625,1191.6249365963151,1145.6572090718282,1152.7291671525186,146347800
2022-08-02,1124.4412841796875,1188.0889040389152,1124.4412841796875,1184.5529251578469,112428800
2022-08-03,1170.408935546875,1177.4808928613577,1124.4412130027379,1127.9771916599793,114505400
2022-08-04,1127.9771728515625,1170.4089160309316,1117.3692370567203,1170.4089160309316,109420800
2022-08-05,1106.7613525390625,1120.905267587485,1096.1534162527455,1110.2973313011682,124725800
2022-08-08,1089.0816650390625,1106.7615621987875,1071.4017678793375,1092.6176444710075,94030900
2022-08-09,1106.7613525390625,1120.905267587485,1096.1534162527455,1099.6893950148512,86949000
2022-08-10,1110.29736328125,1127.977257601015,1103.225405553344,1113.833342145203,81369800
2022-08-11,1113.8333740234375,1149.1931636749753,1113.8333740234375,1142.1212057446676,127285200
2022-08-12,1127.9771728515625,1135.049130048124,1106.7613012618779,1117.3692370567203,73526600
2022-08-15,1117.3692626953125,1145.6570921306368,1113.8332840158969,1138.5851347718058,53868300
2022-08-16,1113.8333740234375,1127.9772898840527,1103.2254371279762,1117.3693529885913,48691000
2022-08-18,1149.1932373046875,1159.8011748798076,1120.9054037710337,1124.4413829627404,84704200
2022-08-19,1149.1932373046875,1170.409112454928,1145.6572581129808,1156.265195688101,73447800
2022-08-22,1113.8333740234375,1166.873058500744,1110.2973950582837,1163.3370795355902,90711300
2022-08-23,1184.552978515625,1195.1609156366603,1117.3693767490672,1120.9053557894122,175076900
2022-08-24,1205.7689208984375,1209.304900138609,1156.2652115360384,1177.4810869770665,116927600
2022-08-25,1205.7689208984375,1226.9847963394657,1191.625003937752,1205.7689208984375,88737600
2022-08-26,1205.7689208984375,1219.9128378591229,1198.6969624180947,1212.84087937878,55022600
2022-08-29,1223.44873046875,1226.984709458544,1177.4810036014271,1195.1608985503974,79496800
2022-08-30,1251.736572265625,1308.312236548817,1248.2005932479253,1294.168320478019,160702700
2022-08-31,1251.736572265625,1262.3445093187233,1230.5206981594279,1241.1286352125264,101731600
2022-09-01,1308.312255859375,1322.456172138936,1251.7365907411317,1258.8085488809122,162099600
2022-09-02,1336.5999755859375,1354.2798694428946,1315.3841029575894,1325.9920392717636,133943800
2022-09-05,1424.99951171875,1432.0714695932847,1329.5280804125312,1336.600038287066,194748100
2022-09-06,1428.535400390625,1470.9671449566833,1421.4634429629486,1442.679315245978,107870400
2022-09-07,1421.4637451171875,1432.0716835135845,1396.711888858928,1421.4637451171875,92963400
2022-09-08,1393.17578125,1414.3916560913706,1379.0318646890862,1403.7837186706852,88447400
2022-09-09,1396.7117919921875,1403.7837504326544,1364.887979010087,1386.1038543314874,73341100
2022-09-12,1403.7835693359375,1410.8555268640782,1379.0317179874448,1400.2475905718672,74852000
2022-09-13,1417.9276123046875,1421.4635913877416,1396.711737806363,1403.7836959724714,71375900
